,Rank2016,District,City,RegionName,County,Score2016,Score2015,Rank2015,SchoolDiggerRating,sold_15,sold_16,list_15,list_16,one_15,one_16,two_15,two_16,thre_15,thre_16,four_15,four_16,five_15,five_16,cond_15,cond_16,trip_15,trip_16,sfr_15,sfr_16
556,496.0,Aromas/San Juan Unified,San Juan Bautista,95045,San Benito,0.4783556,0.4922066,472,2.0,,,,,,,,,,,,,,,,,,,,
557,499.0,Colusa Unified,Colusa,95932,Colusa,0.4771544,0.5977846,328,2.0,,,,,,,,,,,,,,,,,,,,
558,,Colusa County Office Of Education,Colusa,95932,Colusa,(n/a),(n/a),(n/a),,,,,,,,,,,,,,,,,,,,,
559,502.0,Winters Joint Unified,Winters,95694,Yolo,0.4754932,0.4353662,548,2.0,,,,,,,,,,,,,,,,,,,,
560,503.0,Duarte Unified,Duarte,91010,Los Angeles,0.4749576,0.5103218,457,2.0,413497.73755,432665.196083,433157.458333,455229.166667,,,,,,,,,,,,,,,468228.333333,484091.666667
561,505.0,Amador County Unified,Jackson,95642,Amador,0.4744352,0.5119122,453,2.0,348000.0,337000.0,,366536.363636,,,,,,,,,,,,,,,,368204.545455
562,,Amador County Office Of Education,Jackson,95642,Amador,(n/a),(n/a),(n/a),,348000.0,337000.0,,366536.363636,,,,,,,,,,,,,,,,368204.545455
563,506.0,Sweetwater Union High,Chula Vista,91911,San Diego,0.4742973,0.4560676,524,2.0,386022.916667,406933.333333,393537.458333,426110.5,,,,,380804.166667,414629.166667,426533.333333,470450.0,,,,,,,417220.833333,443500.0
564,508.0,Modoc Joint Unified,Alturas,96101,Modoc,0.4741756,0.5149147,449,2.0,,,125779.166667,123187.5,,,,,140387.5,134504.166667,,,,,,,,,125575.0,123520.833333
565,,Modoc County Office Of Education,Alturas,96101,Modoc,(n/a),(n/a),(n/a),,,,125779.166667,123187.5,,,,,140387.5,134504.166667,,,,,,,,,125575.0,123520.833333
566,,Modoc County ROP,Alturas,96101,Modoc,(n/a),(n/a),(n/a),,,,125779.166667,123187.5,,,,,140387.5,134504.166667,,,,,,,,,125575.0,123520.833333
567,509.0,East Side Union High,San Jose,95133,Santa Clara,0.4740102,0.477267,488,2.0,601560.457511,661041.6742,622911.75,695568.75,,,,,,,,,,,,,,,709995.0,787578.333333
568,510.0,Norwalk-La Mirada Unified,Norwalk,90650,Los Angeles,0.4739526,0.4911449,474,2.0,380045.833333,398475.0,376008.333333,412408.25,,,343837.0,368516.625,389708.333333,424095.833333,420233.333333,448183.333333,,,,,,,387225.0,420200.0
569,511.0,SBE - Dixon Montessori Charter,Dixon,95620,Solano,0.472929,0.4638305,505,2.0,338907.69231,347182.7828,358235.833333,395017.916667,,,,,,,,,,,,,,,358235.833333,395017.916667
570,619.0,Dixon Unified,Dixon,95620,Solano,0.3920494,0.4042408,585,1.0,338907.69231,347182.7828,358235.833333,395017.916667,,,,,,,,,,,,,,,358235.833333,395017.916667
571,513.0,Oceanside Unified,Oceanside,92058,San Diego,0.4716996,0.4759706,493,2.0,383843.401217,419701.357467,386191.625,416349.916667,,,,,,,,,,,,,,,,
572,514.0,Galt Joint Union High,Galt,95632,Sacramento,0.4716242,0.5015841,465,2.0,265454.166667,287475.0,307165.458333,340769.333333,,,,,267462.5,295480.041667,,,,,,,,,307590.458333,340769.333333
573,567.0,Galt Joint Union Elementary,Galt,95632,Sacramento,0.424026,0.4598401,514,2.0,265454.166667,287475.0,307165.458333,340769.333333,,,,,267462.5,295480.041667,,,,,,,,,307590.458333,340769.333333
574,517.0,Lake Tahoe Unified,South Lake Tahoe,96150,El Dorado,0.4703543,0.5109092,456,2.0,335956.25,373891.666667,420841.666667,457212.5,,,,,413079.125,442808.25,621554.166667,687666.666667,,,,,,,427995.833333,456712.5
575,518.0,Mountain Empire Unified,Pine Valley,91962,San Diego,0.4676106,0.4750717,494,2.0,,,,,,,,,,,,,,,,,,,,
576,520.0,San Juan Unified,Carmichael,95608,Sacramento,0.4666891,0.4664143,502,2.0,327608.333333,334425.0,363607.833333,393035.416667,,,,,325010.416667,343458.333333,414941.208333,439883.333333,,,,,,,370597.416667,399762.083333
577,523.0,River Delta Joint Unified,Rio Vista,94571,Solano,0.4621996,0.5131578,451,2.0,294255.175337,282569.11765,307136.666667,334452.083333,,,305014.166667,336479.0,,,,,,,,,,,306878.333333,334452.083333
578,524.0,Vista Unified,Vista,92084,San Diego,0.4618793,0.4723839,495,2.0,432687.5,456733.333333,530229.166667,541324.833333,,,,,501485.909091,523170.708333,637488.409091,674390.833333,,,,,,,548655.25,549468.041667
579,525.0,Monroe Elementary,Fresno,93725,Fresno,0.4616225,0.3718156,623,2.0,130000.0,183176.4706,,,,,,,,,,,,,,,,,,
580,769.0,Pacific Union Elementary,Fresno,93725,Fresno,0.2282016,0.2263138,765,1.0,130000.0,183176.4706,,,,,,,,,,,,,,,,,,
581,527.0,Kern High,Bakersfield,93309,Kern,0.4594137,0.4759879,492,2.0,170014.583333,176450.0,185862.5,187761.333333,,,125134.75,135649.583333,184846.583333,188574.75,254269.95,256518.583333,,,,124877.272727,,,204197.0,207295.833333
582,,Kern County ROP,Bakersfield,93309,Kern,(n/a),(n/a),(n/a),,170014.583333,176450.0,185862.5,187761.333333,,,125134.75,135649.583333,184846.583333,188574.75,254269.95,256518.583333,,,,124877.272727,,,204197.0,207295.833333
583,528.0,Pollock Pines Elementary,Pollock Pines,95726,El Dorado,0.4592402,0.5188446,440,2.0,234768.2353,246158.823533,256659.090909,296441.625,,,,,,,,,,,,,,,257931.818182,296441.625
584,,Silver Fork Elementary,Pollock Pines,95726,El Dorado,(n/a),(n/a),(n/a),,234768.2353,246158.823533,256659.090909,296441.625,,,,,,,,,,,,,,,257931.818182,296441.625
585,530.0,Lompoc Unified,Lompoc,93436,Santa Barbara,0.4561704,0.4266312,560,2.0,299162.5,303100.0,306325.833333,334080.833333,,,,,294025.0,318150.0,367707.333333,390037.416667,,,,,,,318103.333333,343570.833333
586,532.0,Kings Canyon Joint Unified,Reedley,93654,Fresno,0.4548621,0.4218006,566,2.0,170889.705875,185000.0,229179.166667,260380.083333,,,,,,,,,,,,,,,227758.333333,263461.916667
587,533.0,Morongo Unified,Twentynine Palms,92277,San Bernardino,0.4545791,0.5067116,458,2.0,69835.6617625,82212.5,84106.625,82131.4583333,,,72341.6666667,77866.6666667,112854.166667,115324.375,,,,,,,,,84102.4166667,82497.0833333
588,535.0,Mission Union Elementary,Soledad,93960,Monterey,0.4535003,0.6937876,223,2.0,335000.0,,,,,,,,,,,,,,,,,,,
589,738.0,Soledad Unified,Soledad,93960,Monterey,0.2668681,0.299882,697,1.0,335000.0,,,,,,,,,,,,,,,,,,,
590,537.0,Exeter Unified,Exeter,93221,Tulare,0.4522285,0.4576886,519,2.0,206680.769233,183619.909533,,,,,,,,,,,,,,,,,,
591,538.0,Paradise Unified,Paradise,95969,Butte,0.4510225,0.4208347,567,2.0,209020.833333,199000.0,247600.0,249970.833333,,,153974.958333,168745.833333,283891.666667,287120.833333,,,,,,,,,250462.083333,254454.166667
592,539.0,Cotati-Rohnert Park Unified,Rohnert Park,94928,Sonoma,0.4496712,0.5774359,367,2.0,356270.833333,424458.333333,,438018.181818,,,,,423464.583333,454793.75,,,,,,,,,449885.416667,510027.416667
593,543.0,Ukiah Unified,Ukiah,95482,Mendocino,0.4461481,0.4049035,584,2.0,310488.38235,332109.00454,375375.0,390208.333333,,,,,,,,,,,,,,,375375.0,390208.333333
594,740.0,Mendocino County Office Of Education,Ukiah,95482,Mendocino,0.2661448,(n/a),(n/a),1.0,310488.38235,332109.00454,375375.0,390208.333333,,,,,,,,,,,,,,,375375.0,390208.333333
595,,Mendocino County ROC/ROP,Ukiah,95482,Mendocino,(n/a),(n/a),(n/a),,310488.38235,332109.00454,375375.0,390208.333333,,,,,,,,,,,,,,,375375.0,390208.333333
596,547.0,Yuba City Unified,Yuba City,95991,Sutter,0.4446399,0.4471354,532,2.0,206279.166667,203983.333333,224554.166667,235605.458333,,,,,214031.666667,226074.5,,,,,,,,,226823.333333,238050.0
597,,Tri-County ROP,Yuba City,95991,Sutter,(n/a),(n/a),(n/a),,206279.166667,203983.333333,224554.166667,235605.458333,,,,,214031.666667,226074.5,,,,,,,,,226823.333333,238050.0
598,548.0,Acton-Agua Dulce Unified,Acton,93510,Los Angeles,0.4435951,0.534283,419,2.0,,555176.4706,524768.708333,556170.833333,,,,,,,,,,,,,,,540874.958333,571133.333333
599,549.0,Lodi Unified,Lodi,95240,San Joaquin,0.4428722,0.4448338,535,2.0,224612.669683,245525.0,247647.833333,272883.25,,,,,262120.75,299693.75,,,,,,,,,252889.583333,280424.958333
600,552.0,Luther Burbank,San Jose,95128,Santa Clara,0.43876,0.4818048,481,2.0,728712.998764,748150.0,709903.666667,793498.833333,,,,,,,,,,,,,,,763435.666667,861401.083333
601,554.0,Tracy Joint Unified,Tracy,95376,San Joaquin,0.4363266,0.4606628,512,2.0,340550.0,344958.333333,352424.958333,368163.041667,,,,,329168.25,350868.208333,392933.208333,411824.75,,,,,,,354186.166667,370789.458333
602,555.0,Sonoma Valley Unified,Sonoma,95476,Sonoma,0.4360749,0.437899,544,2.0,573235.416667,631450.0,716958.333333,816520.833333,,,500900.0,534958.333333,717708.333333,892037.5,,,,,,,,,,988437.5
603,556.0,Escondido Union,Escondido,92029,San Diego,0.4360568,0.4258424,562,2.0,628143.566175,664673.52942,766350.375,741775.0,,,,,,,805405.291667,771454.166667,,,,,,,770287.5,746895.833333
604,557.0,Lemon Grove,Lemon Grove,91945,San Diego,0.4353506,0.4337207,550,2.0,387951.822522,396500.45248,380125.0,415366.666667,,,,,,,,,,,,,,,383487.5,418801.958333
605,558.0,Val Verde Unified,Perris,92571,Riverside,0.4344574,0.4236775,565,2.0,239829.166667,254133.333333,254320.833333,266033.333333,,,,,241312.5,251812.375,265681.208333,276454.166667,,,,,,,255555.166667,266845.791667
606,559.0,Salida Union Elementary,Salida,95368,Stanislaus,0.4340075,0.4783053,486,2.0,252681.56109,272709.803933,,,,,,,,,,,,,,,,,,
607,561.0,Lucerne Valley Unified,Lucerne Valley,92356,San Bernardino,0.4329748,0.4594277,516,2.0,,,,,,,,,,,,,,,,,,,,
608,562.0,Briggs Elementary,Santa Paula,93036,Ventura,0.4328684,0.3751393,619,2.0,404454.166667,425441.666667,406421.75,456488.333333,,,,,388991.625,424612.458333,,504142.136364,,,,,,,469225.541667,520104.958333
609,716.0,Rio Elementary,Oxnard,93036,Ventura,0.2942689,0.2538321,748,1.0,404454.166667,425441.666667,406421.75,456488.333333,,,,,388991.625,424612.458333,,504142.136364,,,,,,,469225.541667,520104.958333
610,563.0,Jamestown Elementary,Jamestown,95327,Tuolumne,0.4281633,0.3268733,666,2.0,,,,,,,,,,,,,,,,,,,,
611,565.0,Caruthers Unified,Caruthers,93609,Fresno,0.4256135,0.4132049,579,2.0,,,,,,,,,,,,,,,,,,,,
612,675.0,Alvina Elementary,Caruthers,93609,Fresno,0.321518,0.3368694,661,1.0,,,,,,,,,,,,,,,,,,,,
613,566.0,Pasadena Unified,Pasadena,91101,Los Angeles,0.4248762,0.4386536,543,2.0,493889.285714,543846.15385,574616.666667,605608.333333,,,,,,,,,,,,,,,,
614,568.0,Tulare County Office Of Education,Visalia,93291,Tulare,0.4239598,0.3767235,615,2.0,230388.333333,236802.5,265031.041667,285273.291667,,,,,240210.454545,248127.083333,299710.583333,315087.708333,,,,,,,265998.75,286986.291667
615,570.0,Woodland Joint Unified,Woodland,95695,Yolo,0.4225619,0.44114,540,2.0,298654.166667,298583.333333,329166.666667,360850.0,,,,,324127.272727,333016.5,,,,,,,,,336439.727273,366112.416667
616,572.0,Alum Rock Union Elementary,San Jose,95127,Santa Clara,0.4218239,0.4152755,575,2.0,561254.166667,594041.666667,607901.541667,645986.916667,,,,,571751.666667,614369.333333,,,,,,,,,630300.5,657166.25
617,573.0,Calistoga Joint Unified,Calistoga,94515,Napa,0.4216579,0.4586385,518,2.0,,,,,,,,,,,,,,,,,,,,
618,575.0,Calaveras Unified,San Andreas,95249,Calaveras,0.4214121,0.4355859,547,2.0,,,,,,,,,,,,,,,,,,,,
619,580.0,Greenfield Union,Bakersfield,93307,Kern,0.4185655,0.2994302,699,2.0,143562.5,150700.0,156320.833333,161947.916667,,,,,155177.227273,153989.583333,181267.857143,191728.208333,,,,,,,157379.125,162797.916667
620,682.0,Edison Elementary,Bakersfield,93307,Kern,0.3188384,0.272278,722,1.0,143562.5,150700.0,156320.833333,161947.916667,,,,,155177.227273,153989.583333,181267.857143,191728.208333,,,,,,,157379.125,162797.916667
621,840.0,Fairfax Elementary,Bakersfield,93307,Kern,0.1138431,0.1287899,824,0.0,143562.5,150700.0,156320.833333,161947.916667,,,,,155177.227273,153989.583333,181267.857143,191728.208333,,,,,,,157379.125,162797.916667
622,845.0,Vineland Elementary,Bakersfield,93307,Kern,0.0968096,0.0620136,845,0.0,143562.5,150700.0,156320.833333,161947.916667,,,,,155177.227273,153989.583333,181267.857143,191728.208333,,,,,,,157379.125,162797.916667
623,,Kern High ROC,Bakersfield,93307,Kern,(n/a),(n/a),(n/a),,143562.5,150700.0,156320.833333,161947.916667,,,,,155177.227273,153989.583333,181267.857143,191728.208333,,,,,,,157379.125,162797.916667
624,581.0,Fort Bragg Unified,Fort Bragg,95437,Mendocino,0.4178944,(n/a),(n/a),2.0,384313.7255,325000.0,421666.666667,437083.333333,,,,,,,,,,,,,,,422500.0,437062.5
625,582.0,National Elementary,National City,91950,San Diego,0.4177209,0.4260956,561,2.0,322107.767717,360514.705867,323716.541667,370167.0,,,,,,,,,,,,,,,338032.708333,376816.666667
626,583.0,Lake Elsinore Unified,Lake Elsinore,92530,Riverside,0.4172901,0.4033871,587,2.0,275225.0,290983.333333,298813.25,309392.291667,,,184854.041667,203839.375,282925.458333,295458.333333,326275.0,344178.333333,,,,,,,301505.833333,312704.083333
627,584.0,Los Angeles Unified,Los Angeles,90017,Los Angeles,0.4167015,0.4000993,591,2.0,,,,,,,,,,,,,,,,,,,,
628,,Los Angeles Unified ROCP,Los Angeles,90017,Los Angeles,(n/a),(n/a),(n/a),,,,,,,,,,,,,,,,,,,,,
629,587.0,John Swett Unified,Rodeo,94572,Contra Costa,0.4159833,0.4175426,574,2.0,,,,,,,,,,,,,,,,,,,,
630,589.0,Lennox,Lennox,90304,Los Angeles,0.413945,0.3555639,644,2.0,,,,,,,,,,,,,,,,,,,,
631,590.0,Los Nietos,Whittier,90606,Los Angeles,0.4136832,0.3696604,627,2.0,403925.210086,419204.2534,405366.083333,433717.625,,,,,,443600.958333,,,,,,,,,405444.791667,432826.416667
632,,Tri-Cities ROP,Whittier,90606,Los Angeles,(n/a),(n/a),(n/a),,403925.210086,419204.2534,405366.083333,433717.625,,,,,,443600.958333,,,,,,,,,405444.791667,432826.416667
633,591.0,Apple Valley Unified,Apple Valley,92308,San Bernardino,0.4131764,0.4372778,545,2.0,183095.833333,186575.0,200849.916667,212651.791667,,,,,165441.041667,188769.916667,293191.666667,286691.666667,,,,,,,203402.833333,215055.916667
634,594.0,Kerman Unified,Kerman,93630,Fresno,0.4110103,0.3819895,609,2.0,,230000.0,,,,,,,,,,,,,,,,,,
635,595.0,Lakeside Union,Bakersfield,93311,Kern,0.4108315,0.362086,635,2.0,262339.583333,263266.666667,295076.666667,288949.666667,,,,,268776.25,259264.583333,309212.458333,307679.083333,389819.333333,369085.833333,,,,,295987.416667,289945.708333
636,596.0,Fairfield-Suisun Unified,Fairfield,94534,Solano,0.4103039,0.4365556,546,2.0,422870.833333,432008.333333,451924.583333,496824.0,,,,,397968.458333,427418.75,466625.0,509254.333333,598869.3,584670.75,,,,,454841.666667,497417.0
637,837.0,Solano County Office Of Education,Fairfield,94534,Solano,0.1188845,0.0385562,851,0.0,422870.833333,432008.333333,451924.583333,496824.0,,,,,397968.458333,427418.75,466625.0,509254.333333,598869.3,584670.75,,,,,454841.666667,497417.0
638,597.0,Washington Unified,West Sacramento,95691,Yolo,0.4100617,0.4069838,582,2.0,316900.0,330837.5,345616.666667,369187.5,,,,,291748.75,322895.833333,,,,,,,,,352625.0,376716.25
639,598.0,Marysville Joint Unified,Marysville,95901,Yuba,0.4094066,0.4120144,581,2.0,196377.570955,200814.166667,227123.916667,229837.5,,,,,203658.333333,214329.166667,,,,,,,,,228333.208333,231016.666667
640,822.0,Yuba County Office Of Education,Marysville,95901,Yuba,0.1428043,0.2519397,750,0.0,196377.570955,200814.166667,227123.916667,229837.5,,,,,203658.333333,214329.166667,,,,,,,,,228333.208333,231016.666667
641,599.0,Whittier City Elementary,Whittier,90602,Los Angeles,0.4093488,0.3157795,675,2.0,486000.0,473076.9231,470254.125,528442.625,,,,,,,,,,,,,,,472420.833333,542094.166667
642,601.0,Kernville Union Elementary,Lake Isabella,93240,Kern,0.4069455,0.3935385,599,2.0,,,152530.791667,141645.833333,,,,,,153222.727273,,,,,,,,,153340.791667,143100.0
643,602.0,Nuview Union,Nuevo,92567,Riverside,0.4063404,0.3542269,647,2.0,,,,,,,,,,,,,,,,,,,,
644,603.0,Ceres Unified,Ceres,95307,Stanislaus,0.4045021,0.3948106,598,2.0,216604.166667,243750.0,229180.291667,257834.416667,,,,,208595.708333,237927.083333,,,,,,,,,230699.0,259960.583333
645,605.0,Antelope Valley Union High,Lancaster,93534,Los Angeles,0.4035253,0.420818,568,2.0,159663.821473,171500.0,169549.791667,187475.0,,,,,163970.791667,182777.666667,182591.583333,199549.166667,,,,,,,172966.666667,189215.708333
646,761.0,Lancaster Elementary,Lancaster,93534,Los Angeles,0.2404471,0.2210978,769,1.0,159663.821473,171500.0,169549.791667,187475.0,,,,,163970.791667,182777.666667,182591.583333,199549.166667,,,,,,,172966.666667,189215.708333
647,607.0,Rockford Elementary,Porterville,93257,Tulare,0.4019048,0.4682669,500,2.0,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
648,670.0,Burton Elementary,Porterville,93257,Tulare,0.326662,0.3752673,618,1.0,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
649,684.0,Porterville Unified,Porterville,93257,Tulare,0.3185865,0.2908364,706,1.0,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
650,807.0,Hope Elementary,Porterville,93257,Tulare,0.1598674,0.0710428,841,0.0,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
651,846.0,Woodville Union Elementary,Porterville,93257,Tulare,0.0937114,0.0439795,849,0.0,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
652,863.0,Alta Vista Elementary,Porterville,93257,Tulare,0.0128146,0.0105241,856,0.0,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
653,,Citrus South Tule Elementary,Porterville,93257,Tulare,(n/a),(n/a),(n/a),,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
654,,Pleasant View Elementary,Porterville,93257,Tulare,(n/a),(n/a),(n/a),,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
655,,Tulare County Organization For Vocational Education,Porterville,93257,Tulare,(n/a),(n/a),(n/a),,165181.25,161258.333333,179962.5,183685.333333,,,,,170006.25,178316.666667,,,,,,,,,181679.166667,184666.625
656,608.0,Sacramento City Unified,Sacramento,95824,Sacramento,0.4016084,0.3986127,596,1.0,158710.583222,175447.14932,,179208.333333,,,,,,,,,,,,,,,,178831.25
657,609.0,Hemet Unified,Hemet,92545,Riverside,0.4014742,0.419061,571,1.0,216168.75,231670.833333,227829.166667,247074.5,,,134486.363636,148858.333333,212179.083333,230570.833333,248529.125,264990.625,,,,,,,230287.5,248189.583333
658,610.0,South Bay Union,Imperial Beach,91932,San Diego,0.3996585,0.3753366,617,1.0,425000.0,460052.790333,,,,,,,,,,,,,,,,,,
659,613.0,Newman-Crows Landing Unified,Newman,95360,Stanislaus,0.3956129,0.3586234,639,1.0,199623.5294,262000.0,,,,,,,,,,,,,,,,,,
660,614.0,Bear Valley Unified,Big Bear Lake,92315,San Bernardino,0.3954647,0.399241,592,1.0,292285.416667,301691.666667,385175.0,405700.0,,,239470.833333,261366.666667,407849.541667,429100.0,698191.666667,734999.958333,,,,,,,401800.0,424349.958333
661,616.0,Bassett Unified,La Puente,91746,Los Angeles,0.3948397,0.3844329,606,1.0,355000.0,384000.0,386547.916667,415798.5,,,,,,,,,,,,,,,391029.166667,417107.333333
662,618.0,Paramount Unified,Paramount,90723,Los Angeles,0.3924513,0.3545654,646,1.0,236021.116133,322692.3077,252306.916667,286154.166667,,,,,,,,,,,228633.333333,242704.166667,,,,
663,620.0,Riverdale Joint Unified,Riverdale,93656,Fresno,0.3913783,0.471794,498,1.0,,,,,,,,,,,,,,,,,,,,
664,816.0,Burrel Union Elementary,Riverdale,93656,Fresno,0.1516583,0.2512402,751,0.0,,,,,,,,,,,,,,,,,,,,
665,621.0,San Leandro Unified,San Leandro,94579,Alameda,0.3881932,0.3443035,654,1.0,499437.0098,554411.7647,,,,,,,,,,,,,,,,,,
666,622.0,Westwood Unified,Westwood,96137,Lassen,0.3874793,0.2337089,762,1.0,261346.15385,,342495.416667,350441.666667,,,,,344020.833333,337453.958333,,,,,,,,,342678.333333,347870.791667
667,623.0,Romoland Elementary,Homeland,92548,Riverside,0.3871953,0.381735,610,1.0,,,,,,,,,,,,,,,,,,,,
668,624.0,Piner-Olivet Union Elementary,Santa Rosa,95403,Sonoma,0.3863076,0.3657791,631,1.0,446841.666667,473875.0,493439.583333,518422.916667,,,,,457652.041667,493500.0,,,,,,,,,518541.666667,559352.083333
669,,Sonoma County Office Of Education,Santa Rosa,95403,Sonoma,(n/a),(n/a),(n/a),,446841.666667,473875.0,493439.583333,518422.916667,,,,,457652.041667,493500.0,,,,,,,,,518541.666667,559352.083333
670,,Sonoma County ROP,Santa Rosa,95403,Sonoma,(n/a),(n/a),(n/a),,446841.666667,473875.0,493439.583333,518422.916667,,,,,457652.041667,493500.0,,,,,,,,,518541.666667,559352.083333
671,625.0,San Jacinto Unified,San Jacinto,92583,Riverside,0.3837459,0.3739192,621,1.0,194562.5,219533.333333,206190.416667,226719.666667,,,96833.3333333,113312.5,193167.5,222893.75,238483.166667,253448.708333,,,,,,,210165.833333,230303.75
672,626.0,San Ysidro Elementary,San Ysidro,92173,San Diego,0.381673,0.4063354,583,1.0,,,,,,,,,,,,,,,,,,,,
673,629.0,Victor Valley Union High,Victorville,92395,San Bernardino,0.3797687,0.3929972,601,1.0,189791.666667,199291.666667,203366.625,215834.833333,,,,,192607.75,202882.875,218151.625,247329.333333,,,,,,,203908.25,216773.666667
674,677.0,Victor Elementary,Victorville,92395,San Bernardino,0.3210021,0.3036169,692,1.0,189791.666667,199291.666667,203366.625,215834.833333,,,,,192607.75,202882.875,218151.625,247329.333333,,,,,,,203908.25,216773.666667
675,630.0,Central Unified,Fresno,93722,Fresno,0.3797064,0.3416546,657,1.0,199625.0,210625.0,232554.166667,230333.333333,,,,,201993.666667,212678.333333,275005.208333,266031.125,,,,,,,232650.0,230562.5
676,632.0,Pomona Unified,Pomona,91766,Los Angeles,0.3784698,0.3777992,613,1.0,350722.5833,347866.666667,341345.833333,368483.333333,,,273137.416667,288777.083333,331408.333333,357895.833333,494895.916667,532703.416667,,,,,,,356308.333333,379574.916667
677,634.0,El Rancho Unified,Pico Rivera,90660,Los Angeles,0.3773148,0.3325303,663,1.0,382556.22172,402342.98642,377181.583333,422612.416667,,,,,381362.0,426620.625,,,,,,,,,380936.666667,424145.791667
678,635.0,Perris Union High,Perris,92570,Riverside,0.3763002,0.4519966,526,1.0,266006.06335,298665.15838,315527.208333,335265.791667,,,165520.0,178812.458333,252420.833333,275512.5,340589.416667,343095.833333,,,,,,,315718.875,335379.875
679,725.0,Perris Elementary,Perris,92570,Riverside,0.2807369,0.3016507,695,1.0,266006.06335,298665.15838,315527.208333,335265.791667,,,165520.0,178812.458333,252420.833333,275512.5,340589.416667,343095.833333,,,,,,,315718.875,335379.875
680,636.0,Oakley Union Elementary,Oakley,94561,Contra Costa,0.3746942,0.4187758,572,1.0,364395.833333,390491.666667,389266.625,428939.5,,,,,335618.666667,364108.333333,421112.0,466195.833333,,,,,,,390681.25,429839.541667
681,637.0,Manteca Unified,Manteca,95337,San Joaquin,0.3745446,0.3766162,616,1.0,336106.25,353937.5,373282.916667,387779.416667,,,,,335183.45,357741.625,388796.541667,405655.75,,,,,,,375346.333333,389158.666667
682,638.0,Escalon Unified,Escalon,95320,San Joaquin,0.3742172,0.3950307,597,1.0,335000.0,319000.0,,,,,,,,,,,,,,,,,,
683,639.0,West Contra Costa Unified,Richmond,94801,Contra Costa,0.3724471,0.3924862,602,1.0,270890.522878,302850.169675,298888.333333,330320.833333,,,,,,,,,,,,,,,283004.166667,325454.166667
684,643.0,Palm Springs Unified,Palm Springs,92262,Riverside,0.3691659,0.3629465,634,1.0,324170.833333,335458.333333,396341.666667,394028.166667,,,320895.833333,321872.833333,491986.666667,494447.208333,571798.166667,556287.5,,,207116.25,221041.666667,,,532260.416667,520420.791667
685,644.0,San Lorenzo Unified,San Lorenzo,94580,Alameda,0.3687086,0.385578,605,1.0,468678.67647,477629.6003,467521.916667,522683.333333,,,,,,,,,,,,,,,,
686,645.0,La Habra City Elementary,La Habra,90631,Orange,0.3617722,0.3137912,680,1.0,462395.833333,477333.333333,556804.125,580090.833333,,,325341.666667,352254.166667,502166.583333,554990.666667,782153.666667,800608.333333,,,271158.333333,284508.333333,,,622709.958333,646241.083333
687,646.0,Alvord Unified,Riverside,92505,Riverside,0.3610799,0.3511572,648,1.0,327148.6014,333381.86275,329020.833333,361199.416667,,,,,316522.916667,335440.166667,352782.916667,398353.041667,,,,,,,333062.5,366516.666667
688,649.0,Baldwin Park Unified,Baldwin Park,91706,Los Angeles,0.3569775,0.3708331,625,1.0,348729.638009,367429.166667,352487.0,384684.791667,,,294228.333333,316970.333333,367269.833333,401233.333333,,,,,,,,,378840.666667,399652.666667
689,650.0,Delhi Unified,Delhi,95315,Merced,0.3565112,0.3456187,651,1.0,,,,,,,,,,,,,,,,,,,,
690,651.0,Bayshore Elementary,Daly City,94014,San Mateo,0.3555399,0.2372502,759,1.0,669833.333333,732191.176467,656749.5,705036.0,,,,,,,,,,,,,,,,736929.045455
691,652.0,Eureka City Schools,Eureka,95501,Humboldt,0.3524967,0.3457163,650,1.0,222509.841629,227671.323525,244983.333333,264158.333333,,,,,,,,,,,,,,,,264404.545455
692,,Humboldt County Office Of Education,Eureka,95501,Humboldt,(n/a),(n/a),(n/a),,222509.841629,227671.323525,244983.333333,264158.333333,,,,,,,,,,,,,,,,264404.545455
693,,Humboldt County ROP,Eureka,95501,Humboldt,(n/a),(n/a),(n/a),,222509.841629,227671.323525,244983.333333,264158.333333,,,,,,,,,,,,,,,,264404.545455
694,654.0,Mountain View Elementary,El Monte,91732,Los Angeles,0.3511139,0.358312,640,1.0,411593.21266,434205.882367,436095.75,437900.208333,,,,,392975.0,407665.541667,,,,,,,,,450945.333333,446254.916667
695,656.0,Firebaugh-Las Deltas Unified,Firebaugh,93622,Fresno,0.3479024,0.2602305,738,1.0,,,,,,,,,,,,,,,,,,,,
696,660.0,Jurupa Unified,Riverside,92509,Riverside,0.3459535,0.3148381,676,1.0,299187.5,318458.333333,323204.125,354807.916667,,,,,285445.75,316774.958333,355348.333333,378195.416667,,,,,,,325508.625,356458.333333
