"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12"
"Denton","TX","Dallas-Fort Worth","48","121",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219950,219000,208750,212450,216990,204999.5,215235,204999,210000,234495,252500,225000,213372.5,225000,219500,219900,211990,228067,237900,235000,250635,274900,276990,265000,257201,249900,238995,241250,259000,259500,266898,273760,274990,280442.5,279990,289950,286990,297035,298500,295000,3e+05,3e+05,3e+05,3e+05,3e+05
"Bernalillo","NM","Albuquerque","35","001",89,158500,155950,154900,153750,153500,154500,154500,154900,154500,149000,145000,143421,139900,138500,139000,138500,139000,139000,132995,135000,132995,130000,129900,129900,129900,128750,129995,125000,119900,119900,117900,119900,110000,120945,134950,139000,138450,137900,139800,142900,142900,145000,149450,149450,140000,145000,134449,137995,133900,135000,139500,145000,145000,149900,150000,148450,149900,145500,149500,154950,151000,161500,158000,144500,149400,147750,152000,149500,150000,151000,156000,155000,159500,174450,173450,170750,169500,175000,180000,179000,181250,182500,170500,161000
"Jefferson","AL","Birmingham","01","073",90,84700,89700,79900,79000,79000,79900,82900,83500,79900,76900,73350,69900,60500,69000,72500,79900,81500,79900,79000,75900,79900,69900,79900,79900,79500,77500,77200,64900,67250,77900,76400,80450,72650,78400,84900,84900,87000,89900,89900,89986,89938.5,89977,91000,89900,88350,86500,86000,84780,82900,84600,84900,85000,85000,86500,89000,89900,87700,83400,78500,75000,79900,82500,89900,92250,89900,89900,85000,84900,84900,79000,77729,74900,73450,76950,79900,79900,80950,84500,84900,82000,79900,79900,79999.5,79500
"Hudson","NJ","New York","34","017",91,399000,389900,391750,388000,385000,379000,364900,329000,350000,350000,349000,339450,338121,340000,338121,339000,339000,329000,319000,318895,315000,306000,299900,299900,309900,325000,325000,319000,329999,329999,315000,299000,299000,280000,322000,299900,325000,349000,379000,399000,4e+05,402500,399000,369000,375000,375000,369000,345000,354000,360000,385000,389000,385000,379000,375000,364000,369000,359950,339000,329000,341000,336250,365000,379000,389000,399900,395000,379888,379900,388944,374999,379450,399000,425000,460000,479000,489000,459000,450000,446500,449950,467499.5,455000,417090
"Monmouth","NJ","New York","34","025",92,267500,260450,265000,259900,259900,259900,257000,250000,249000,249900,248250,246900,239500,240000,240000,239900,239500,239000,239000,239000,235000,230000,229000,227450,224900,225500,229900,229500,229000,224995,225000,227200,225000,217950,234999.5,236250,234700,232500,230000,229900,235000,245000,244900,248950,249900,259000,254999.5,255000,248500,249000,264900,265500,265000,263450,255000,255000,239900,240000,239999.5,235945,245000,252500,250000,246999,249900,250000,260000,264900,265000,260000,259900,259000,250000,250000,249950,239994.5,245000,247450,245900,249000,249900,259500,249900,249900
"Davidson","TN","Nashville","47","037",93,127900,129247.5,129900,129999.5,129900,128000,125000,124900,129900,126000,124900,119900,118000,114910.5,115000,114900,115000,114900,112250,108500,104000,99500,102900,99900,99900,1e+05,104000,104940,107950,110000,110000,109900,109900,109900,114900,113400,115000,119500,124650,124942,128250,127950,128500,127900,125000,124971,125000,124900,125000,125000,132450,134543.5,139900,139965.5,145000,148700,149900,149945,150000,150000,154900,164900,159900,169999.5,174900,175000,176500,181900,185000,189900,189250,190000,199900,2e+05,221450,223500,225000,229900,232450,230000,229700,230000,234900,239500
"Providence","RI","Providence","44","007",94,174900,179900,179250,175000,174900,174900,174900,174900,174900,169900,168350,164900,164900,158950,154900,159900,159900,159900,155450,155000,157900,154000,150000,149900,149000,144900,144900,149700,149900,154000,153950,154900,152900,150500,154900,149900,149900,149900,156526,164950,160000,164900,159900,159600,158444,159000,155000,153500,150000,159000,159900,169000,170000,169900,172500,169900,169900,169900,169000,164900,164900,168500,166450,170000,169900,174900,175000,179900,179000,174900,179000,170000,174950,175000,174999,175000,189900,190000,188700,186450,189000,184950,185900,188450
"Bucks","PA","Philadelphia","42","017",95,225000,229900,229220,225000,224900,225000,225000,224900,224900,219900,216350,214900,214900,214800,214898,214900,214900,214900,215000,215000,211000,205000,207000,204900,209000,209900,209000,209900,209000,209900,209900,205000,204945,209450,209900,209000,204900,205450,209900,207900,208900,215000,211450,213250,207450,205000,205000,199970,209000,209900,212000,211000,213250,214900,214900,214949.5,214900,219000,216000,217750,210000,214900,215000,213900,210000,209999,210000,209900,214900,213950,214950,215000,212950,214900,215000,219900,219900,221300,220000,220000,224950,225000,227200,225000
"El Paso","CO","Colorado Springs","08","041",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,144900,145000,145000,144000,145000,144500,142000,142500,139900,141000,142500,145000,149900,150000,155000,155000,155000,155000,154000,149900,150000,155000,156720,158450,159900,162425,165000,170000,171750,169900,169900,172500,169900,165000,173700,175000,175000,180000,179500,179900,179900,179947.5,180000,179997,179900,180000
"Baltimore City","MD","Baltimore","24","510",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162400,158000,148900,154450,130000,141370,139900,145000,149950,164000,176450,165900,154900,159900,154900,149900,149900,142000,139900,150000,169900,169900,170000,170000,169000,175000,175000,175000,179900,175000,162450,179990,180000,189900,199999,194000,180000,180000,183000,199900,199900,198900
